Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Ankorstore Casing (product.metafields.asc.casing),Ankorstore VAT (product.metafields.asc.vat),Cable and fitting included (product.metafields.custom.cable_fitting),Capacity (ml) (product.metafields.custom.capacity__ml_),Care & Maintenance (product.metafields.custom.care___maintenance),Color Selector (product.metafields.custom.color_selector),Color (product.metafields.custom.colour),Country of origin (product.metafields.custom.country_origin),Diameter (product.metafields.custom.diameter),Diameter glass (product.metafields.custom.diameter_glass),Dishwasher proof (product.metafields.custom.dishwasher_proof),ETA (product.metafields.custom.eta),Food proof (product.metafields.custom.food_proof),Stand included (product.metafields.custom.including_stand),Inner cushion included (product.metafields.custom.inner_cushion),Lightspeed Internal ID (product.metafields.custom.internal_id),Lightspeed Internal Variant ID (product.metafields.custom.internal_variant_id),Material (product.metafields.custom.material),metro_destination_region1 (product.metafields.custom.metro_destination_region),metro_destination_region2 (product.metafields.custom.metro_destination_region2),metro_inventory_id (product.metafields.custom.metro_inventory_id),Microwave proof (product.metafields.custom.microwave_proof),Oven proof (product.metafields.custom.oven_proof),Size (product.metafields.custom.size),Size Selector (product.metafields.custom.size_selector),Length (product.metafields.custom.size_x_value),Height (product.metafields.custom.size_y_value),Width (product.metafields.custom.size_z_value),Type of fitting (product.metafields.custom.type_of_fitting),Usage (product.metafields.custom.usage),Variation products (product.metafields.custom.variation_products),Variation value (product.metafields.custom.variation_value),Washing protocol (product.metafields.custom.washing_protocol),Waterproof (product.metafields.custom.waterproof),Voltage (product.metafields.custom.watt),Wattage (product.metafields.custom.wattage),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Barware material (product.metafields.shopify.barware-material),Basket material (product.metafields.shopify.basket-material),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-rope-75m-natural,The Rope 75M - Natural,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JACOX015N-75M,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097314127183,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-lonjong-dining-table-indoor-180x85-1,The Lonjong Dining Table - Indoor - 180x85,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAKAY010N-150x85,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097315588563,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-imola-dining-table-outdoor-2,The Imola Dining Table - Outdoor,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAMEK012N-300,0.0,shopify,0,deny,manual,1399.95,0.00,true,true,,,,,6097311275245,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-round-dining-table-outdoor-160,The Round Dining Table - Outdoor - 160,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAMEK006N-160,0.0,shopify,0,deny,manual,800.00,0.00,true,true,,,,,6097310456430,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-round-dining-table-outdoor-120,The Round Dining Table - Outdoor - 120,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAMEK006N-120,0.0,shopify,0,deny,manual,599.95,0.00,true,true,,,,,6097310228242,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
sliding-coconut-curtains-with-loops-150x280,Sliding Coconut Curtains with Loops 150X280,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,VNKE002N-150X280,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097315495410,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-colonial-shell-placemat-natural-brown-set4,The Colonial Shell Placemat - Natural Brown - Set4,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,WEY-BAGE005NBr-SET4,0.0,shopify,0,deny,manual,25.57,0.00,true,true,,,,,6097316387318,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,27/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
shoulder-bag-rattan-with-leather-natural-black,Shoulder Bag Rattan with Leather - Natural Black,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,BABOM017NB,0.0,shopify,0,deny,manual,0.00,0.00,true,true,,,,,6097316385338,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
coconut-mat-60x1000,Coconut Mat 60x1000,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,VNKE005N-60x1000,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097316349309,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
coconut-net-roll-100x2000,Coconut Net Roll - 100x2000,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,VNKE001N-100x2000,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097315481420,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
coconut-mat-200x1000,Coconut Mat 200x1000,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,VNKE005N-200x1000,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097316350350,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
sliding-coconut-curtains-with-loops-200x210,Sliding Coconut Curtains with Loops 200X210,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,VNKE002N-200X210,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,6097315499494,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
glass-tumbler-1,Glass Tumbler,"Add a touch of rustic charm to your table with this handmade Glass Tumbler. Made from recycled glass, it showcases a beautiful, natural amber hue and unique variations in texture. Perfect for everyday use or special occasions.",Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,INGC025,0.0,shopify,0,deny,manual,5.95,0.00,true,true,,,,,6097312374305,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
glass-votive-w-cutting-smoke,Glass Votive W / Cutting - Smoke,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,INGC012Smo,0.0,shopify,0,deny,manual,9.95,0.00,true,true,,,,,6097312356301,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-salt-spoon-small,THE SALT SPOON SMALL,0,Bazar Bizar Antwerp,Uncategorized,"","",false,Title,Default Title,,,,,,,,INIM015G-S,0.0,shopify,7,deny,manual,0.00,0.00,true,true,,,,,6097312235286,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,active
the-dining-table-with-iron-legs-natural-280,The Dining Table With Iron Legs - Natural - 280,"",Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL032N-280,0.0,shopify,0,deny,manual,2299.95,0.00,true,true,,,,,6097311042038,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-dining-table-with-iron-legs-natural-220,The Dining Table With Iron Legs - Natural - 220,"",Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL032N-220,0.0,shopify,0,deny,manual,1599.95,0.00,true,true,,,,,6097311042014,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-dining-table-with-square-foot-natural-220,The Dining Table With Square Foot - Natural - 220,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL033N-220,0.0,shopify,0,deny,manual,1599.95,0.00,true,true,,,,,6097311044025,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-island-side-table,The Island Side Table,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JACA016N-50x50,0.0,shopify,0,deny,manual,69.95,0.00,true,true,,,,,7438246022006,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-padangbai-lounger,The Padangbai Lounger,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL042N,0.0,shopify,0,deny,manual,699.00,0.00,true,true,,,,,6097314161101,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-dining-table-with-square-foot-natural-280,The Dining Table With Square Foot - Natural - 280,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL033N-280,0.0,shopify,0,deny,manual,2399.95,0.00,true,true,,,,,6097311044056,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-naioni-light-pendant-m,The Naioni Light Pendant - M,"",Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAARCR020N-M,0.0,shopify,0,deny,manual,185.44,0.00,true,true,,,,,6097312545514,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029856_jaarcr020n-m.jpg?v=1773320959,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-naioni-light-pendant-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029857_jaarcr020n-m_4.jpg?v=1773320960,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-naioni-light-pendant-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029858_jaarcr020n-m_7.jpg?v=1773320960,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-naioni-light-pendant-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029859_jaarcr020n-m_6.jpg?v=1773320960,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-naioni-light-pendant-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029860_jaarcr020n-m_5.jpg?v=1773320961,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-banana-bar-stool-outdoor,The Banana Bar Stool - Outdoor,"",Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JAECOL031N,0.0,shopify,0,deny,manual,249.95,0.00,true,true,,,,,6097310795782,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-dumpling-floor-lamp-pendant-natural-s-6,The Dumpling Floor Lamp - Pendant - Natural - S,,Bazar Bizar Antwerp,,Pendant Lamps,"",false,Title,Default Title,,,,,,,,ASM-BAYU004N-S_FL-B,0.0,shopify,0,deny,manual,104.90,0.00,true,true,,,,,6097316495402,,,,false,,,,,,,,,,,,,,,,,,,,Natural,Indonesia,,,,,,,,,,Rattan,,,,,,,,22,50,22,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-fabulook-rack-multiple-shelves-natural-1,The Fabulook Rack Multiple Shelves - Natural,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,BABAFU004N,0.0,shopify,0,deny,manual,999.95,0.00,true,true,,,,,6097310233291,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
white-inner-cushion-rectangular-50x70,White Inner Cushion Rectangular - 50x70,"<p>The White Inner Cushion Rectangular brings a subtle layer of support and presence to your seating or bedding. This pillow insert 50x70 ensures comfort and shape, making each cushion feel inviting and complete.</p>
<p>Sized to fit most standard covers, it lets you mix and match textures and colors effortlessly. Its breathable cotton filling holds form while remaining soft to the touch, ideal for daily use across sofas, armchairs, or beds.</p>
<p>Pair it with a cushion cover from our curated collection to complete the look and elevate your interior with effortless style.</p>",Bazar Bizar Antwerp,Uncategorized,Cushion Fillings,"",true,Title,Default Title,,,,,,,,BEP002-50x70,0.0,shopify,62,deny,manual,4.75,0.00,true,true,,,,,6097316577504,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029871_bep002-50x70.jpg?v=1773435652,1,"",false,Soft Pillow Insert 50x70 in Breathable Cotton Filling,"Complete your cushions with this pillow insert 50x70, filled with breathable cotton for softness and subtle support.",,,,,,,,,,,,,,,,,,White,Belgium,,,,,,,,,,Cotton,,,,,,,,50,10,70,,,,,,,,,,,,,,,,,,,,kg,,0.00,active
the-double-malawi-daybed-stone-cushion-cover-only,The Double Malawi Daybed - Stone - Cushion Cover Only,,Bazar Bizar Antwerp,,"","",false,Title,Default Title,,,,,,,,JASE021NSt-CUSHION COVER ONLY,0.0,shopify,0,deny,manual,1.00,0.00,true,true,,,,,null,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,30/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,draft
the-febriansah-chair-black,The Febriansah Chair - Black,"<p>A presence that anchors the table, The Febriansah Chair is a modern dining chair with arms that invites both attention and repose. Its sculpted silhouette and matte black teak surface catch light, creating quiet movement across clean lines.</p>
<p>Compact yet generous in scale, it accommodates daily dining or extended meals with comfort. The solid teak frame offers stability and natural warmth, while the armrests create a poised, structured silhouette that complements varied interior settings.</p>
<p>Crafted in Indonesia, each chair displays subtle tonal variation and grain, celebrating the natural beauty of teak and artisanal woodworking. Each piece carries its own quiet distinction.</p>",Bazar Bizar Antwerp,,Dining Chairs,"",false,Title,Default Title,,,,,,,,JAMEK021B,0.0,shopify,0,deny,manual,135.00,0.00,true,true,,,,,6097315299278,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029723_jamek021b_2.jpg?v=1772699059,1,"",false,Modern Dining Chair With Arms in Sculpted Black Teak Elegance,"Black teak modern dining chair with arms, designed to anchor dining spaces with elegance and subtle warmth. Shop craftsmanship today.",,,,,,,,,,,,,,,,,,Black,Indonesia,,,,,,,,,,Teak Wood,,,,,,,,58,80,52,,,,,Clean with a damp cloth and dry immediately,,,,,,,,,,,,,,,kg,,0.00,draft
the-febriansah-chair-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029724_jamek021b_100.jpg?v=1772699059,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-febriansah-chair-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0029722_jamek021b.jpg?v=1772699059,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-peniche-mug-l-1,The Peniche Mug - L,"<p>Ridges of earthy clay catch the morning light, the Peniche Mug waiting quietly for your first sip. Its textured surface invites the hand, offering a moment to pause and notice the subtle warmth of stoneware.</p>
<p>Its generous form makes it a large ceramic coffee mug, perfect for slow, mindful drinks. The sturdy handle and smooth interior provide comfort, while its natural stoneware retains heat, enhancing aromas and flavors with every sip. Ideal for sunlit mornings or quiet desk moments, it elevates simple rituals with tactile presence.</p>
<p>Handcrafted in Portugal, each piece reveals subtle variations in tone and texture. Every mug is uniquely formed, a quiet testament to artisanal skill and natural beauty.</p>",Bazar Bizar Antwerp,Uncategorized,Cups & Mugs,"",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,20.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/9404/8048/files/0021024_the-peniche-mug-l_5c21c086-bb19-4f51-9862-d5ec71a11ae0.jpg?v=1772083036,1,the-peniche-mug-l,false,Rustic Stoneware Mug for Mindful Sips and Timeless Craft,Handcrafted rustic stoneware mug with subtle textures and generous form. Elevate your coffee moments and shop this artisanal piece now.,,,,,,,,,,,,,,,,"Wash and dry thoroughly before first use. Prevent thermal shock by allowing gradual heating and cooling, and always place hot items on suitable trivets. For best care, handle gently and hand wash larger or more delicate pieces.",,Mixed Colours,Portugal,,,,,,,,,,Stoneware,,,,,,,,13.5,8.5,9,,Indoor,,,,,,,,,,,,,,,,,,kg,,0.00,draft
